"unigram","bigram","trigram","quadgram","freq"
"dream","of","either","then",2
"dream","of","electric","sheep",2
"dress","up","because","i",2
"drive","you","to","partial",2
"duration","of","my","visit",2
"duration","seconds","defense","abnormal",2
"during","an","attempt","to",2
"during","one","of","the",2
"during","the","civil","war",2
"during","the","first","part",2
"during","the","last","few",2
"during","the","middle","ages",2
"during","the","month","of",2
"during","the","past","few",2
"during","the","regular","season",2
"during","the","summer","months",2
"during","this","time","in",2
"during","world","war","ii",2
"dutch","society","of","nursing",2
"dwellers","of","the","two",2
"each","and","every","time",2
"each","baby","carriage","had",2
"each","day","so","far",2
"each","day","with","a",2
"each","one","of","us",2
"each","or","for","a",2
"each","other","in","a",2
"each","other","in","their",2
"each","other","we","will",2
"each","side","of","the",2
"earlier","in","the","day",2
"earlier","this","month","and",2
"earlier","this","week","and",2
"earlier","this","week","i",2
"early","bird","gets","the",2
"early","childhood","education","and",2
"early","in","the","year",2
"earth","between","god","and",2
"earth","for","it","is",2
"easiest","way","to","find",2
"easy","for","me","to",2
"easy","to","make","a",2
"easy","to","make","and",2
"easy","to","put","together",2
"eat","it","shit","it",2
"eating","fruits","and","vegetables",2
"edge","of","the","blade",2
"edge","of","the","card",2
"edna","st","vincent","millay",2
"effort","to","get","a",2
"either","then","or","now",2
"eleven","years","ago","i",2
"else","is","going","on",2
"email","as","the","primary",2
"email","or","give","me",2
"emancipation","a","war","aim",2
"empowering","belief","would","be",2
"end","of","it","a",2
"end","of","last","season",2
"end","of","the","aisle",2
"end","of","the","block",2
"end","of","the","chain",2
"end","of","the","school",2
"end","of","the","summer",2
"end","of","the","tunnel",2
"end","of","the","week",2
"end","of","the","wire",2
"ended","the","week","down",2
"ended","up","on","the",2
"ended","up","with","a",2
"enjoy","and","take","care",2
"enjoyed","freedoms","tibetans","could",2
"enough","for","them","to",2
"enough","for","you","to",2
"enough","to","get","the",2
"enough","to","have","a",2
"enough","to","have","been",2
"enough","to","keep","me",2
"enslavement","of","the","pygmies",2
"enter","into","the","kingdom",2
"entertainers","and","politicians","of",2
"equally","if","not","more",2
"err","on","the","side",2
"especially","if","you","have",2
"essential","to","the","story",2
"european","court","of","human",2
"european","court","of","justice",2
"eva","longoria","as","a",2
"eve","of","the","birth",2
"even","a","little","bit",2
"even","be","able","to",2
"even","be","bothered","to",2
"even","had","to","be",2
"even","if","it","did",2
"even","if","its","not",2
"even","if","they","look",2
"even","if","you","think",2
"even","look","at","the",2
"even","out","of","that",2
"even","put","it","on",2
"even","though","i","know",2
"even","though","it","is",2
"even","though","she","kept",2
"even","though","we","didnt",2
"even","though","we","had",2
"even","when","on","the",2
"event","that","took","place",2
"event","the","chinese","occupation",2
"event","will","be","held",2
"ever","going","to","get",2
"ever","heard","of","a",2
"every","corner","of","the",2
"every","day","but","i",2
"every","day","for","a",2
"every","minute","of","every",2
"every","one","of","the",2
"every","one","of","them",2
"every","step","of","the",2
"every","time","an","afrikaner",2
"every","time","i","get",2
"everyone","and","i","am",2
"everyone","and","welcome","to",2
"everyone","has","their","own",2
"everyone","who","is","born",2
"everything","happens","for","a",2
"everything","he","wanted","in",2
"everything","i","have","commanded",2
"exactly","one","week","ago",2
"exactly","what","i","want",2
"exactly","what","it","meant",2
"exactly","what","you","want",2
"example","my","mind","tells",2
"excellent","customer","service","and",2
"exit","from","the","queue",2
"expect","him","to","be",2
"expect","when","youre","expecting",2
"expected","to","be","released",2
"explain","that","i","only",2
"explained","that","it","was",2
"extremely","loud","and","incredibly",2
"eye","of","the","beholder",2
"eye","to","eye","on",2
"f","kennedy","international","airport",2
"face","of","the","deep",2
"face","to","face","with",2
"face","up","to","the",2
"facebook","page","if","you",2
"fact","that","it","was",2
"fact","that","this","was",2
"failure","to","comply","with",2
"fair","to","say","that",2
"fall","into","one","of",2
"fall","to","the","ground",2
"falling","in","love","with",2
"family","has","gone","through",2
"famous","in","their","own",2
"far","as","i","could",2
"far","as","i","know",2
"far","greater","than","the",2
"far","removed","from","the",2
"far","this","week","i",2
"fart","in","front","of",2
"fast","forward","a","few",2
"fear","of","what","others",2
"fed","does","not","change",2
"feel","better","about","myself",2
"feel","free","to","add",2
"feel","free","to","check",2
"feel","free","to","substitute",2
"feel","like","a","kid",2
"feel","like","i","could",2
"feel","like","i","might",2
"feel","like","i","should",2
"feel","like","im","being",2
"feel","like","one","of",2
"feel","that","way","and",2
"feeling","that","you","get",2
"feels","like","i","am",2
"feels","like","to","have",2
"feet","above","the","water",2
"fell","th","iris","bleu",2
"felt","as","though","i",2
"felt","good","to","have",2
"felt","really","good","to",2
"felt","the","need","to",2
"fencing","for","the","sheep",2
"few","and","far","between",2
"few","days","i","have",2
"few","inches","from","my",2
"few","minutes","at","a",2
"few","of","my","own",2
"few","of","the","questions",2
"few","of","us","have",2
"few","weeks","ago","and",2
"few","weeks","i","am",2
"few","weeks","its","been",2
"few","years","it","was",2
"figure","out","a","way",2
"figure","out","how","they",2
"figure","out","what","i",2
"figure","out","what","to",2
"figure","out","why","he",2
"figured","out","how","to",2
"filled","it","with","the",2
"film","doesnt","do","anything",2
"finally","came","to","a",2
"finally","get","to","the",2
"find","a","way","of",2
"find","a","way","out",2
"find","myself","wanting","to",2
"find","out","more","about",2
"find","the","next","best",2
"find","this","to","be",2
"find","time","to","write",2
"finger","on","the","pulse",2
"first","came","to","the",2
"first","day","and","the",2
"first","day","of","school",2
"first","draft","of","the",2
"first","few","days","i",2
"first","game","of","the",2
"first","half","of","the",2
"first","installment","of","the",2
"first","of","all","thank",2
"first","of","all","the",2
"first","off","if","you",2
"first","time","in","the",2
"first","time","that","i",2
"first","time","to","be",2
"five","years","ago","when",2
"fix","your","hair","up",2
"flag","replicas","at","the",2
"flavors","and","a","hint",2
"flesh","is","flesh","and",2
"foam","tape","to","give",2
"focus","on","other","things",2
"foley","lardner","llp","and",2
"for","a","chance","to",2
"for","a","couple","more",2
"for","a","feature","film",2
"for","a","few","more",2
"for","a","group","of",2
"for","a","lack","of",2
"for","a","little","fun",2
"for","a","minor","reflection",2
"for","a","minor","source",2
"for","a","month","now",2
"for","a","new","baby",2
"for","a","new","life",2
"for","a","person","gets",2
"for","a","reason","and",2
"for","a","return","of",2
"for","a","series","of",2
"for","a","smoke","free",2
"for","a","very","long",2
"for","a","very","special",2
"for","a","very","very",2
"for","a","way","to",2
"for","a","week","and",2
"for","a","week","to",2
"for","a","while","the",2
"for","a","while","when",2
"for","a","year","and",2
"for","about","a","minute",2
"for","adults","for","seniors",2
"for","all","kinds","of",2
"for","all","of","us",2
"for","any","of","the",2
"for","as","far","as",2
"for","asking","me","to",2
"for","at","least","minutes",2
"for","being","able","to",2
"for","criticism","not","a",2
"for","each","of","the",2
"for","everyone","in","the",2
"for","everyone","to","see",2
"for","example","today","i",2
"for","good","measure","i",2
"for","good","or","bad",2
"for","half","an","hour",2
"for","half","the","time",2
"for","her","to","get",2
"for","him","as","he",2
"for","him","i","was",2
"for","him","in","the",2
"for","him","to","do",2
"for","hours","it","was",2
"for","inviting","me","to",2
"for","it","to","be",2
"for","joining","us","today",2
"for","less","than","a",2
"for","many","of","the",2
"for","many","years","and",2
"for","many","years","that",2
"for","me","at","all",2
"for","me","i","really",2
"for","me","i","was",2
"for","me","so","i",2
"for","me","the","most",2
"for","me","to","be",2
"for","me","to","have",2
"for","me","to","reach",2
"for","me","to","try",2
"for","minutes","or","until",2
"for","minutes","until","the",2
"for","more","information","call",2
"for","more","information","please",2
"for","more","information","visit",2
"for","more","than","fifteen",2
"for","more","than","five",2
"for","more","than","years",2
"for","my","brothers","and",2
"for","my","card","i",2
"for","my","children","i",2
"for","my","eyes","to",2
"for","my","lack","of",2
"for","nationals","in","the",2
"for","new","years","eve",2
"for","no","reason","at",2
"for","now","and","then",2
"for","one","of","the",2
"for","one","or","two",2
"for","only","a","few",2
"for","over","a","decade",2
"for","people","interested","in",2
"for","people","who","are",2
"for","per","cent","of",2
"for","seniors","for","children",2
"for","several","years","i",2
"for","so","many","years",2
"for","some","of","the",2
"for","some","reason","my",2
"for","some","reason","the",2
"for","some","strange","reason",2
"for","some","time","and",2
"for","some","time","but",2
"for","starting","and","continuing",2
"for","state","and","federal",2
"for","sure","but","it",2
"for","that","i","am",2
"for","that","matter","the",2
"for","the","arts","in",2
"for","the","best","because",2
"for","the","boys","i",2
"for","the","city","of",2
"for","the","coming","season",2
"for","the","doctrine","of",2
"for","the","evening","and",2
"for","the","first","few",2
"for","the","first","of",2
"for","the","fourth","quarter",2
"for","the","honor","of",2
"for","the","last","couple",2
"for","the","last","week",2
"for","the","money","i",2
"for","the","month","of",2
"for","the","next","day",2
"for","the","next","month",2
"for","the","next","round",2
"for","the","next","thirty",2
"for","the","next","three",2
"for","the","next","year",2
"for","the","next","years",2
"for","the","north","american",2
"for","the","past","decade",2
"for","the","past","month",2
"for","the","past","three",2
"for","the","possibility","that",2
"for","the","prevention","of",2
"for","the","purposes","of",2
"for","the","record","i",2
"for","the","record","the",2
"for","the","safety","of",2
"for","the","salvation","of",2
"for","the","second","time",2
"for","the","state","to",2
"for","the","study","of",2
"for","the","time","it",2
"for","the","united","states",2
"for","the","whole","of",2
"for","the","year","is",2
"for","them","to","do",2
"for","this","photo","i",2
"for","this","project","i",2
"for","this","week","i",2
"for","those","who","may",2
"for","to","minutes","or",2
"for","today","if","you",2
"for","us","and","we",2
"for","us","on","the",2
"for","us","to","go",2
"for","weeks","at","a",2
"for","what","its","worth",2
"for","what","seems","like",2
"for","when","i","get",2
"for","years","and","years",2
"for","years","has","been",2
"for","you","all","that",2
"for","you","during","the",2
"for","you","one","of",2
"for","you","so","you",2
"for","you","to","buy",2
"for","your","prayers","and",2
"force","to","be","reckoned",2
"forever","friends","black","and",2
"forgive","myself","that","i",2
"form","of","oppression","where",2
"former","head","of","the",2
"fortunate","enough","to","be",2
"forward","to","it","but",2
"forward","to","seeing","all",2
"forward","with","plans","to",2
"foster","a","sense","of",2
"found","a","way","to",2
"found","himself","with","a",2
"found","it","to","be",2
"found","on","the","internet",2
"found","out","last","week",2
"found","this","video","on",2
"founder","and","chief","executive",2
"four","days","after","the",2
"four","to","six","weeks",2
"fraction","of","the","time",2
"free","and","fair","trial",2
"free","and","home","of",2
"free","comic","book","day",2
"free","to","check","out",2
"freedoms","tibetans","could","never",2
"freshly","ground","black","pepper",2
"freshman","year","of","college",2
"friday","am","to","pm",2
"friday","night","with","a",2
"fridge","is","full","that",2
"friend","a","few","years",2
"friend","of","mine","was",2
"friends","and","family","and",2
"friends","black","and","gold",2
"friends","parents","got","divorced",2
"from","a","common","source",2
"from","a","place","of",2
"from","a","young","age",2
"from","any","of","the",2
"from","around","the","country",2
"from","day","to","day",2
"from","falling","in","love",2
"from","head","to","toe",2
"from","my","heart","to",2
"from","one","of","our",2
"from","out","of","nowhere",2
"from","out","of","state",2
"from","percent","in","to",2
"from","school","and","i",2
"from","side","to","side",2
"from","somewhere","in","italy",2
"from","start","to","finish",2
"from","state","to","state",2
"from","taking","over","the",2
"from","the","beginning","the",2
"from","the","beginning","there",2
"from","the","bmw","service",2
"from","the","bottom","up",2
"from","the","coast","guard",2
"from","the","department","of",2
"from","the","disaster","i",2
"from","the","end","of",2
"from","the","eyes","of",2
"from","the","farmers","market",2
"from","the","federal","government",2
"from","the","first","page",2
"from","the","fridge","and",2
"from","the","house","of",2
"from","the","last","post",2
"from","the","lord","and",2
"from","the","moment","i",2
"from","the","outside","and",2
"from","the","pacific","ocean",2
"from","the","rest","of",2
"from","those","i","love",2
"from","what","i","could",2
"from","what","i","was",2
"front","of","all","of",2
"front","of","me","the",2
"front","of","the","bus",2
"front","of","the","other",2
"front","of","the","stage",2
"front","of","the","world",2
"front","seat","of","my",2
"fulke","walwyn","kim","muir",2
"full","advantage","of","the",2
"full","extent","of","the",2
"full","moon","in","october",2
"fun","and","i","love",2
"fun","to","work","with",2
"g","komen","race","for",2
"game","for","a","couple",2
"game","of","the","season",2
"games","i","get","that",2
"games","to","play","in",2
"garnish","with","lemon","slice",2
"gave","it","to","the",2
"gave","me","the","opportunity",2
"gee","your","hair","smells",2
"general","robert","e","lee",2
"generation","are","wrong","to",2
"george","sr","and","george",2
"get","a","bit","of",2
"get","a","bunch","of",2
"get","a","cup","of",2
"get","a","decent","photo",2
"get","a","hard","copy",2
"get","a","lot","more",2
"get","a","sense","of",2
"get","a","work","permit",2
"get","as","much","done",2
"get","back","home","to",2
"get","back","in","the",2
"get","back","on","the",2
"get","back","on","track",2
"get","back","to","me",2
"get","closer","to","the",2
"get","her","to","talk",2
"get","it","back","in",2
"get","out","of","it",2
"get","out","of","my",2
"get","ready","to","make",2
"get","rid","of","a",2
"get","rid","of","this",2
"get","so","worked","up",2
"get","the","chance","to",2
"get","the","details","right",2
"get","their","hands","on",2
"get","there","in","the",2
"get","to","join","the",2
"get","to","know","my",2
"get","to","the","hospital",2
"get","to","the","house",2
"get","to","the","point",2
"getting","a","little","cocky",2
"getting","a","little","warm",2
"getting","away","from","the",2
"getting","fed","does","not",2
"getting","out","of","control",2
"getting","out","of","the",2
"getting","ready","for","a",2
"getting","ready","for","the",2
"gift","certificate","to","the",2
"girl","has","got","to",2
"give","him","the","best",2
"give","it","a","bit",2
"give","it","a","few",2
"give","it","a","pass",2
"give","it","a","shot",2
"give","me","a","call",2
"give","me","a","chance",2
"give","me","something","to",2
"give","or","take","a",2
"give","the","kids","a",2
"give","them","a","little",2
"give","this","a","try",2
"give","up","on","it",2
"give","you","the","opportunity",2
"giveaway","thank","you","all",2
"gives","me","a","chance",2
"giving","me","an","idea",2
"glad","we","had","that",2
"glow","in","the","dark",2
"go","ahead","and","get",2
"go","all","the","way",2
"go","and","make","disciples",2
"go","as","far","as",2
"go","back","in","time",2
"go","back","to","work",2
"go","by","and","i",2
"go","check","it","out",2
"go","check","out","my",2
"go","for","a","walk",2
"go","on","and","on",2
"go","on","the","grass",2
"go","on","the","road",2
"go","the","extra","mile",2
"go","through","the","car",2
"go","to","sleep","and",2
"go","to","the","grocery",2
"go","to","the","local",2
"go","to","the","park",2
"go","to","work","and",2
"go","up","and","down",2
"goal","is","to","be",2
"goal","is","to","get",2
"goals","for","the","next",2
"god","and","i","am",2
"god","and","satan","relative",2
"god","hath","taken","me",2
"god","in","the","midst",2
"god","is","present","in",2
"god","to","be","in",2
"god","wanted","me","to",2
"god","was","a","rabbit",2
"gods","own","wind","none",2
"goes","all","the","way",2
"goes","around","comes","around",2
"goes","into","effect","and",2
"goes","on","in","the",2
"goes","on","to","say",2
"goes","without","saying","that",2
"going","all","the","way",2
"going","in","the","right",2
"going","into","the","final",2
"going","on","a","mission",2
"going","on","for","a",2
"going","on","in","the",2
"going","on","in","your",2
"going","on","so","i",2
"going","on","with","my",2
"going","out","with","a",2
"going","over","the","top",2
"going","to","be","all",2
"going","to","be","happening",2
"going","to","be","lighted",2
"going","to","be","more",2
"going","to","be","ok",2
"going","to","be","really",2
"going","to","be","sick",2
"going","to","be","there",2
"going","to","be","when",2
"going","to","be","writing",2
"going","to","check","out",2
"going","to","come","out",2
"going","to","end","up",2
"going","to","get","a",2
"going","to","get","on",2
"going","to","get","to",2
"going","to","give","you",2
"going","to","go","into",2
"going","to","go","out",2
"going","to","happen","i",2
"going","to","have","an",2
"going","to","make","a",2
"going","to","make","an",2
"going","to","make","it",2
"going","to","need","to",2
"going","to","point","out",2
"going","to","run","out",2
"going","to","take","the",2
"going","to","talk","about",2
"going","to","tell","you",2
"going","to","the","same",2
"going","to","worry","about",2
"gone","on","to","become",2
"good","and","acceptable","and",2
"good","days","and","bad",2
"good","luck","with","that",2
"good","things","come","to",2
"good","time","to","buy",2
"good","to","be","true",2
"got","a","free","kick",2
"got","a","lot","of",2
"got","an","email","from",2
"got","me","thinking","of",2
"got","more","and","more",2
"got","no","preservatives","added",2
"got","out","of","the",2
"got","to","be","ready",2
"got","to","do","a",2
"got","to","know","each",2
"got","to","see","how",2
"got","to","see","that",2
"got","to","sit","and",2
"got","to","the","point",2
"grace","of","god","i",2
"grateful","for","the","gift",2
"grateful","for","the","opportunity",2
"great","deal","of","the",2
"great","interest","to","the",2
"great","to","be","able",2
"great","to","have","a",2
"great","to","see","you",2
"greater","cleveland","regional","transit",2
"grew","up","with","the",2
"grin","on","my","face",2
"gross","income","must","be",2
"group","of","friends","or",2
"group","of","high","school",2
"group","of","men","who",2
"group","of","people","who",2
"groups","in","the","us",2
"groups","of","people","who",2
"grow","up","to","be",2
"grubby","little","men","and",2
"guide","took","us","to",2
"had","a","few","questions",2
"had","a","garage","sale",2
"had","a","good","point",2
"had","a","great","time",2
"had","a","hand","in",2
"had","a","hard","time",2
"had","a","lot","to",2
"had","a","number","of",2
"had","a","really","good",2
"had","a","really","great",2
"had","a","tendency","to",2
"had","a","wonderful","time",2
"had","a","wonderful","weekend",2
"had","always","been","a",2
"had","an","impact","on",2
"had","an","opportunity","to",2
"had","arranged","to","meet",2
"had","been","able","to",2
"had","been","on","the",2
"had","been","victims","of",2
"had","come","to","the",2
"had","gone","by","and",2
"had","hoped","that","the",2
"had","in","store","for",2
"had","it","in","the",2
"had","just","come","out",2
"had","my","share","of",2
"had","never","been","to",2
"had","never","made","a",2
"had","no","lock","on",2
"had","no","reason","to",2
"had","no","time","to",2
"had","one","of","the",2
"had","one","when","they",2
"had","planned","to","do",2
"had","points","in","the",2
"had","quite","a","few",2
"had","recently","had","a",2
"had","taken","part","in",2
"had","the","idea","to",2
"had","the","privilege","of",2
"had","to","admit","that",2
"had","to","be","done",2
"had","to","be","the",2
"had","to","come","back",2
"had","to","deal","with",2
"had","to","do","it",2
"had","to","find","a",2
"had","to","get","up",2
"had","to","give","it",2
"had","to","go","through",2
"had","to","have","a",2
"had","to","have","it",2
"had","to","have","surgery",2
"had","to","take","a",2
"had","to","take","it",2
"had","to","turn","things",2
"hair","of","the","dog",2
"half","the","caster","sugar",2
"half","way","through","the",2
"halfounce","of","magnum","at",2
"hand","side","of","the",2
"happened","to","be","the",2
"happening","at","a","local",2
"happens","for","a","reason",2
"happy","birthday","and","i",2
"happy","in","the","end",2
"happy","new","year","to",2
"happy","th","of","july",2
"happy","to","offer","help",2
"happy","to","say","that",2
"happy","with","the","results",2
"hard","look","at","the",2
"hard","to","figure","out",2
"hard","to","keep","up",2
"hard","to","put","down",2
"harder","than","it","looks",2
"harder","than","it","sounds",2
"has","a","bit","of",2
"has","a","bunch","of",2
"has","a","chance","to",2
"has","a","lot","more",2
"has","a","much","higher",2
"has","a","problem","with",2
"has","a","tendency","to",2
"has","also","been","a",2
"has","always","been","my",2
"has","become","a","bit",2
"has","been","a","bit",2
"has","been","a","lot",2
"has","been","busy","and",2
"has","been","charged","with",2
"has","been","deployed","to",2
"has","been","full","of",2
"has","been","in","the",2
"has","been","on","the",2
"has","been","one","of",2
"has","been","put","on",2
"has","been","shown","to",2
"has","been","taken","by",2
"has","been","the","biggest",2
"has","been","waiting","for",2
"has","been","with","the",2
"has","come","over","the",2
"has","done","in","the",2
"has","doubled","in","size",2
"has","gone","on","to",2
"has","gone","too","far",2
"has","got","to","be",2
"has","got","to","do",2
"has","had","the","most",2
"has","helped","me","to",2
"has","improved","over","the",2
"has","just","been","released",2
"has","learned","to","love",2
"has","led","to","more",2
"has","more","to","do",2
"has","never","been","out",2
"has","no","place","in",2
"has","sex","with","her",2
"has","so","many","holes",2
"has","some","kind","of",2
"has","started","with","a",2
"has","the","right","to",2
"has","to","be","a",2
"has","to","be","done",2
"has","to","be","to",2
"has","to","deal","with",2
"has","to","pay","for",2
"has","turned","into","a",2
"has","turned","out","to",2
"hasnt","been","able","to",2
"hate","the","idea","of",2
"hate","the","way","it",2
"hate","to","admit","it",2
"hath","taken","me","up",2
"have","a","bit","of",2
"have","a","bunch","of",2
"have","a","choice","in",2
"have","a","day","job",2
"have","a","fair","bit",2
"have","a","friend","who",2
"have","a","great","time",2
"have","a","history","of",2
"have","a","limited","number",2
"have","a","live","video",2
"have","a","name","for",2
"have","a","need","for",2
"have","a","number","of",2
"have","a","problem","with",2
"have","a","really","good",2
"have","a","responsibility","to",2
"have","a","set","of",2
"have","a","ton","of",2
"have","a","total","of",2
"have","a","very","good",2
"have","a","whole","lot",2
"have","a","wonderful","day",2
"have","accepted","and","allowed",2
"have","allowed","them","to",2
"have","always","been","so",2
"have","always","wanted","to",2
"have","an","adverse","effect",2
"have","an","interview","with",2
"have","an","opinion","on",2
"have","any","questions","please",2
"have","been","a","lot",2
"have","been","allowed","to",2
"have","been","focusing","on",2
"have","been","for","the",2
"have","been","in","the",2
"have","been","interesting","to",2
"have","been","one","of",2
"have","been","replaced","by",2
"have","been","so","busy",2
"have","been","so","many",2
"have","been","such","a",2
"have","been","talking","about",2
"have","been","written","in",2
"have","begun","to","feel",2
"have","come","to","the",2
"have","come","up","with",2
"have","commanded","you","and",2
"have","done","with","it",2
"have","enough","time","for",2
"have","ever","been","able",2
"have","ever","done","and",2
"have","ever","had","to",2
"have","faith","in","any",2
"have","found","to","be",2
"have","fun","and","enjoy",2
"have","fun","with","it",2
"have","had","a","chance",2
"have","in","the","past",2
"have","never","been","able",2
"have","never","been","to",2
"have","never","done","that",2
"have","never","had","a",2
"have","no","doubt","that",2
"have","no","idea","if",2
"have","no","interest","in",2
"have","no","one","to",2
"have","not","seen","for",2
"have","nothing","to","do",2
"have","noticed","that","i",2
"have","one","or","two",2
"have","proved","to","be",2
"have","said","they","will",2
"have","so","much","more",2
"have","some","exciting","news",2
"have","some","lunch","and",2
"have","some","pictures","of",2
"have","some","semblance","of",2
"have","something","in","common",2
"have","something","to","do",2
"have","that","kind","of",2
"have","the","authority","to",2
"have","the","confidence","to",2
"have","the","desire","to",2
"have","the","same","problem",2
"have","them","delivered","to",2
"have","thought","it","would",2
"have","to","accept","the",2
"have","to","admit","that",2
"have","to","admit","this",2
"have","to","appreciate","the",2
"have","to","ask","for",2
"have","to","be","an",2
"have","to","be","more",2
"have","to","change","the",2
"have","to","come","to",2
"have","to","do","and",2
"have","to","do","anything",2
"have","to","do","that",2
"have","to","do","the",2
"have","to","do","this",2
"have","to","do","to",2
"have","to","face","up",2
"have","to","figure","out",2
"have","to","focus","on",2
"have","to","get","my",2
"have","to","get","ready",2
"have","to","get","that",2
"have","to","go","back",2
"have","to","go","through",2
"have","to","make","it",2
"have","to","make","the",2
"have","to","pay","a",2
"have","to","play","the",2
"have","to","put","up",2
"have","to","raise","the",2
"have","to","rely","on",2
"have","to","remember","that",2
"have","to","remember","to",2
"have","to","remind","myself",2
"have","to","stay","in",2
"have","to","take","my",2
"have","to","tell","you",2
"have","to","use","the",2
"have","to","wait","and",2
"have","to","work","for",2
"have","to","work","on",2
"have","what","you","want",2
"have","won","the","game",2
"have","written","a","book",2
"have","yet","to","see",2
"have","you","ever","heard",2
"have","you","ever","wondered",2
"having","a","bit","of",2
"having","a","difficult","time",2
"having","a","dining","room",2
"having","an","affair","with",2
"having","fun","at","the",2
"having","to","do","it",2
"hawkeye","and","black","widow",2
"he","also","had","a",2
"he","and","his","friends",2
"he","asked","permission","to",2
"he","be","able","to",2
"he","began","his","career",2
"he","brought","her","to",2
"he","came","back","with",2
"he","came","to","the",2
"he","could","not","be",2
"he","did","not","know",2
"he","didnt","work","out",2
"he","does","have","the",2
"he","does","not","know",2
"he","doesnt","have","to",2
"he","doesnt","want","to",2
"he","goes","on","to",2
"he","got","tough","on",2
"he","had","a","good",2
"he","had","a","great",2
"he","had","done","it",2
"he","had","to","do",2
"he","has","not","had",2
"he","has","said","his",2
"he","is","a","great",2
"he","is","a","man",2
"he","is","a","very",2
"he","is","doing","a",2
"he","is","in","the",2
"he","is","interacting","with",2
"he","is","talking","about",2
"he","is","writing","a",2
"he","knows","how","to",2
"he","looked","at","me",2
"he","looks","at","her",2
"he","might","be","able",2
"he","might","not","be",2
"he","needs","to","do",2
"he","really","meant","to",2
"he","refused","to","give",2
"he","said","he","didnt",2
"he","said","he","is",2
"he","said","i","was",2
"he","said","in","the",2
"he","said","of","the",2
"he","said","that","the",2
"he","said","with","a",2
"he","says","he","didnt",2
"he","seemed","to","take",2
"he","should","be","a",2
"he","used","to","be",2
"he","wanted","to","do",2
"he","wanted","to","see",2
"he","wants","to","be",2
"he","wants","to","show",2
"he","was","able","to",2
"he","was","about","to",2
"he","was","doing","this",2
"he","was","elected","as",2
"he","was","growing","up",2
"he","was","in","the",2
"he","was","on","his",2
"he","was","pronounced","dead",2
"he","was","smart","enough",2
"he","was","still","the",2
"he","was","talking","about",2
"he","was","telling","me",2
"he","was","there","he",2
"he","was","working","on",2
"he","wasnt","going","to",2
"he","went","to","the",2
"he","will","let","me",2
"he","will","need","to",2
"he","would","have","been",2
"he","would","not","be",2
"he","would","not","have",2
"he","would","not","provide",2
"head","of","the","family",2
"head","wedged","between","the",2
"headed","back","to","the",2
"headed","out","to","the",2
"heading","back","to","the",2
"health","and","human","services",2
"health","care","workers","in",2
"health","of","thy","countenance",2
"hear","her","voice","and",2
"hearing","wealthy","athletes","entertainers",2
"heat","and","pour","in",2
"heat","oil","in","a",2
"heating","and","air","conditioning",2
"hed","do","if","he",2
"hell","out","of","me",2
"hell","this","is","why",2
"help","and","advice","to",2
"help","in","any","way",2
"help","me","out","i",2
"help","raise","money","for",2
"help","with","some","of",2
"helped","keep","the","fabric",2
"her","desire","to","stay",2
"her","feel","like","a",2
"her","head","against","his",2
"her","if","she","was",2
"her","she","thanked","me",2
"her","time","as","a",2
"her","to","go","in",2
"her","visit","with","her",2
"her","way","out","of",2
"her","way","to","a",2
"here","about","how","societies",2
"here","and","there","i",2
"here","are","some","key",2
"here","are","some","pictures",2
"here","are","some","things",2
"here","as","well","as",2
"here","but","i","have",2
"here","here","and","here",2
"here","in","new","york",2
"here","in","the","south",2
"here","in","the","states",2
"here","is","one","of",2
"here","is","the","link",2
"here","or","you","can",2
"here","so","let","us",2
"here","to","show","you",2
"here","to","the","terminal",2
"heres","a","list","of",2
"hes","able","to","do",2
"hes","not","going","to",2
"hi","everyone","and","welcome",2
"hi","my","name","is",2
"high","point","of","the",2
"high","school","and","the",2
"high","school","as","a",2
"high","school","i","was",2
"higher","courts","qualification","regulations",2
"hills","corps","consisting","of",2
"him","and","he","will",2
"him","for","a","few",2
"him","in","spite","of",2
"him","in","the","back",2
"him","in","the","hospital",2
"him","it","was","for",2
"him","it","was","the",2
"him","out","of","the",2
"him","that","he","is",2
"him","to","be","in",2
"him","to","do","so",2
"him","to","get","his",2
"him","to","his","feet",2
"him","to","pull","over",2
"him","to","the","ground",2
"him","while","he","was",2
"himself","against","the","wall",2
"his","board","of","review",2
"his","compassions","are","over",2
"his","compassions","over","all",2
"his","father","was","a",2
"his","hands","but","he",2
"his","son","jesus","christ",2
"his","treatment","of","her",2
"his","way","to","the",2
"hit","by","a","bus",2
"hit","him","with","a",2
"hit","in","the","head",2
"hit","shutout","of","the",2
"hit","the","hay","i",2
"hit","the","nail","on",2
"holy","spirit","and","teaching",2
"home","for","almost","two",2
"home","from","the","hospital",2
"home","i","had","the",2
"home","i","have","to",2
"home","of","the","brave",2
"home","the","next","day",2
"home","with","me","it",2
"homes","in","the","neighborhood",2
"honestly","say","that","i",2
"honor","of","his","father",2
"hop","on","over","and",2
"hope","i","will","be",2
"hope","is","hard","to",2
"hope","will","become","a",2
"hope","you","all","are",2
"hope","you","can","see",2
"hope","you","enjoy","the",2
"hope","you","have","a",2
"hope","you","like","it",2
"hoping","to","be","able",2
"hours","in","the","car",2
"hours","of","sleep","a",2
"hours","of","talk","time",2
"house","of","the","lord",2
"house","speaker","john","boehner",2
"house","we","lived","in",2
"how","a","movie","was",2
"how","are","you","doing",2
"how","are","you","feeling",2
"how","can","it","be",2
"how","could","i","not",2
"how","did","i","not",2
